Wall time,Step,Value
1651276606.7515109,0,0.44945937395095825
1651276651.147074,100,1.2849570512771606
1651276695.967219,200,1.0185141563415527
1651276740.5473177,300,0.8793439865112305
1651276785.021597,400,0.7768486738204956
1651276829.5897648,500,0.7277613282203674
1651276874.032728,600,0.6753438711166382
1651276918.2215896,700,0.636080265045166
1651276962.6914928,800,0.5739492774009705
1651277006.762413,900,0.5594960451126099
1651277050.8999724,1000,0.5515576004981995
1651277095.1083,1100,0.5405939221382141
1651277139.6882746,1200,0.5230439901351929
1651277183.8287761,1300,0.5124908089637756
1651277227.853766,1400,0.5113747119903564
1651277271.8630168,1500,0.5154193043708801
1651277315.7414095,1600,0.505210816860199
1651277360.062825,1700,0.49923208355903625
1651277404.1249619,1800,0.5082802176475525
1651277448.7125936,1900,0.5138117074966431
1651277492.9588063,2000,0.4993818402290344
1651277536.8948383,2100,0.5086269378662109
1651277581.4231846,2200,0.48694074153900146
1651277625.457715,2300,0.4953121840953827
1651277669.560446,2400,0.5206570625305176
1651277713.6289494,2500,0.6268153190612793
1651277757.9237828,2600,0.5560756325721741
1651277801.6563072,2700,0.5397657155990601
1651277845.7054434,2800,0.501996636390686
1651277889.5543685,2900,0.4743909537792206
