Wall time,Step,Value
1651276606.7515109,0,0.27850937843322754
1651276651.147074,100,0.13367202877998352
1651276695.967219,200,0.13226322829723358
1651276740.5473177,300,0.11499305069446564
1651276785.021597,400,0.13177712261676788
1651276829.5897648,500,0.11157185584306717
1651276874.032728,600,0.08580933511257172
1651276918.2215896,700,0.08383060991764069
1651276962.6914928,800,0.04355701804161072
1651277006.762413,900,0.06832800805568695
1651277050.8999724,1000,0.07294242829084396
1651277095.1083,1100,0.03531135618686676
1651277139.6882746,1200,0.0513807013630867
1651277183.8287761,1300,0.06129620969295502
1651277227.853766,1400,0.04578400403261185
1651277271.8630168,1500,0.041599076241254807
1651277315.7414095,1600,0.029190359637141228
1651277360.062825,1700,0.030674589797854424
1651277404.1249619,1800,0.03709474951028824
1651277448.7125936,1900,0.041976071894168854
1651277492.9588063,2000,0.05603797733783722
1651277536.8948383,2100,0.04961703345179558
1651277581.4231846,2200,0.034541599452495575
1651277625.457715,2300,0.0495145209133625
1651277669.560446,2400,0.05498716980218887
1651277713.6289494,2500,0.0792800709605217
1651277757.9237828,2600,0.08190813660621643
1651277801.6563072,2700,0.04759013652801514
1651277845.7054434,2800,0.028382811695337296
1651277889.5543685,2900,0.01944362372159958
