Wall time,Step,Value
1651277961.2201881,0,0.36121201515197754
1651278016.3843987,100,0.32957300543785095
1651278071.0637243,200,0.12348372489213943
1651278125.6343045,300,0.10496260225772858
1651278179.9279954,400,0.10348869860172272
1651278234.313456,500,0.11828477680683136
1651278288.5072908,600,0.055966272950172424
1651278342.9080622,700,0.05357959866523743
1651278396.8299348,800,0.08475249260663986
1651278450.8317795,900,0.04335886985063553
1651278505.4628956,1000,0.05115063488483429
1651278559.7510095,1100,0.03971816599369049
1651278614.0379186,1200,0.04813205078244209
1651278668.0986304,1300,0.025468910112977028
1651278722.6641507,1400,0.03847213461995125
1651278778.9185505,1500,0.04158960282802582
1651278833.238407,1600,0.03684666007757187
1651278887.6387942,1700,0.043951913714408875
1651278941.7237053,1800,0.06502515077590942
1651278995.9175992,1900,0.07461786270141602
1651279050.255282,2000,0.06651036441326141
1651279104.470401,2100,0.0447349026799202
1651279158.7731726,2200,0.044132646173238754
1651279212.7864316,2300,0.053241755813360214
1651279267.5639565,2400,0.017462454736232758
1651279321.9540093,2500,0.01656339503824711
1651279376.084603,2600,0.019045965746045113
1651279430.2918699,2700,0.025104116648435593
1651279484.413789,2800,0.018071062862873077
1651279538.6312823,2900,0.020961971953511238
