Wall time,Step,Value
1651277961.2201881,0,0.42927175760269165
1651278016.3843987,100,0.2967207431793213
1651278071.0637243,200,0.11976917088031769
1651278125.6343045,300,0.10037820041179657
1651278179.9279954,400,0.0998828336596489
1651278234.313456,500,0.1190691739320755
1651278288.5072908,600,0.05392018333077431
1651278342.9080622,700,0.05582740902900696
1651278396.8299348,800,0.07994364202022552
1651278450.8317795,900,0.039384618401527405
1651278505.4628956,1000,0.05548272654414177
1651278559.7510095,1100,0.04076289385557175
1651278614.0379186,1200,0.05173745006322861
1651278668.0986304,1300,0.028739269822835922
1651278722.6641507,1400,0.04682191088795662
1651278778.9185505,1500,0.044851772487163544
1651278833.238407,1600,0.03753341734409332
1651278887.6387942,1700,0.04499954730272293
1651278941.7237053,1800,0.060774967074394226
1651278995.9175992,1900,0.07011869549751282
1651279050.255282,2000,0.06697523593902588
1651279104.470401,2100,0.057781774550676346
1651279158.7731726,2200,0.04760958254337311
1651279212.7864316,2300,0.045601747930049896
1651279267.5639565,2400,0.019398974254727364
1651279321.9540093,2500,0.015320383943617344
1651279376.084603,2600,0.017893802374601364
1651279430.2918699,2700,0.022493109107017517
1651279484.413789,2800,0.01962948963046074
1651279538.6312823,2900,0.019438261166214943
