Wall time,Step,Value
1651277733.783762,0,0.444035142660141
1651277761.3173714,100,0.24644382297992706
1651277788.75244,200,0.20651763677597046
1651277816.0083663,300,0.20932577550411224
1651277843.569861,400,0.1494343876838684
1651277870.796376,500,0.22693650424480438
1651277898.2688348,600,0.2011062502861023
1651277925.5432017,700,0.18017885088920593
1651277952.8778772,800,0.1964394748210907
1651277980.2128572,900,0.1980656385421753
1651278008.066213,1000,0.07720227539539337
1651278035.803413,1100,0.19573064148426056
1651278063.1407056,1200,0.21265286207199097
1651278090.214999,1300,0.15959811210632324
1651278117.4010417,1400,0.08783571422100067
1651278144.8851967,1500,0.15963143110275269
1651278172.2036204,1600,0.09861349314451218
1651278199.4063113,1700,0.12382405996322632
1651278227.030907,1800,0.13544830679893494
1651278254.2847347,1900,0.10098431259393692
1651278281.246901,2000,0.10766331851482391
1651278308.6010127,2100,0.14020666480064392
1651278336.033279,2200,0.20952385663986206
1651278363.2564337,2300,0.12967534363269806
1651278390.5628884,2400,0.11598167568445206
1651278418.0596085,2500,0.19017481803894043
1651278445.2703583,2600,0.15514817833900452
1651278472.7659402,2700,0.12824466824531555
1651278499.8175664,2800,0.13147345185279846
1651278527.0389872,2900,0.11496759206056595
