Wall time,Step,Value
1651277733.783762,0,0.47773903608322144
1651277761.3173714,100,0.23716998100280762
1651277788.75244,200,0.20365679264068604
1651277816.0083663,300,0.21898090839385986
1651277843.569861,400,0.14765743911266327
1651277870.796376,500,0.28211385011672974
1651277898.2688348,600,0.21598537266254425
1651277925.5432017,700,0.17850416898727417
1651277952.8778772,800,0.2006053328514099
1651277980.2128572,900,0.1881628930568695
1651278008.066213,1000,0.08037213981151581
1651278035.803413,1100,0.20311179757118225
1651278063.1407056,1200,0.18713787198066711
1651278090.214999,1300,0.16041025519371033
1651278117.4010417,1400,0.08834652602672577
1651278144.8851967,1500,0.1431330442428589
1651278172.2036204,1600,0.11921216547489166
1651278199.4063113,1700,0.18251502513885498
1651278227.030907,1800,0.16859102249145508
1651278254.2847347,1900,0.09619782119989395
1651278281.246901,2000,0.10581070184707642
1651278308.6010127,2100,0.12493324279785156
1651278336.033279,2200,0.21284648776054382
1651278363.2564337,2300,0.10465175658464432
1651278390.5628884,2400,0.09209926426410675
1651278418.0596085,2500,0.19319406151771545
1651278445.2703583,2600,0.11453084647655487
1651278472.7659402,2700,0.11729472875595093
1651278499.8175664,2800,0.12264899909496307
1651278527.0389872,2900,0.0924593135714531
