Wall time,Step,Value
1651276953.4784808,0,0.2825455963611603
1651276988.9241838,100,1.4913803339004517
1651277024.4035878,200,1.2195672988891602
1651277060.0552034,300,1.1192892789840698
1651277095.1307893,400,1.0674293041229248
1651277130.6189528,500,0.9452574849128723
1651277165.8162715,600,0.9476081132888794
1651277201.1643696,700,0.8666933178901672
1651277236.628166,800,0.8573712706565857
1651277271.4952471,900,0.7580961585044861
1651277306.6429667,1000,0.7421665787696838
1651277341.6916804,1100,0.7463439106941223
1651277376.832204,1200,0.7202309370040894
1651277412.245349,1300,0.7140811681747437
1651277447.6204798,1400,0.6665717959403992
1651277482.6407146,1500,0.6588478684425354
1651277517.8307426,1600,0.6278843283653259
1651277552.945971,1700,0.6408576369285583
1651277588.4389575,1800,0.6248108148574829
1651277624.068222,1900,0.6388996243476868
1651277658.9083102,2000,0.5662358403205872
1651277694.2210371,2100,0.5833518505096436
1651277729.5289462,2200,0.5717344284057617
1651277764.7630718,2300,0.5844725370407104
1651277800.0019171,2400,0.5765969157218933
1651277835.0124261,2500,0.5652017593383789
1651277870.1685116,2600,0.5695087909698486
1651277905.4832835,2700,0.5416203141212463
1651277940.533788,2800,0.53762286901474
1651277975.8041816,2900,0.5346247553825378
