Wall time,Step,Value
1651276953.4784808,0,0.20327958464622498
1651276988.9241838,100,1.3999136686325073
1651277024.4035878,200,1.2323566675186157
1651277060.0552034,300,1.088120937347412
1651277095.1307893,400,1.1183067560195923
1651277130.6189528,500,0.9322882890701294
1651277165.8162715,600,0.9242252707481384
1651277201.1643696,700,0.8351931571960449
1651277236.628166,800,0.8045276403427124
1651277271.4952471,900,0.8240101933479309
1651277306.6429667,1000,0.7458884716033936
1651277341.6916804,1100,0.7195889353752136
1651277376.832204,1200,0.7493525147438049
1651277412.245349,1300,0.7537670135498047
1651277447.6204798,1400,0.6448289155960083
1651277482.6407146,1500,0.6765676736831665
1651277517.8307426,1600,0.6209012269973755
1651277552.945971,1700,0.6179441213607788
1651277588.4389575,1800,0.6158412098884583
1651277624.068222,1900,0.6394296288490295
1651277658.9083102,2000,0.5869730114936829
1651277694.2210371,2100,0.6004707217216492
1651277729.5289462,2200,0.5963019132614136
1651277764.7630718,2300,0.5731282830238342
1651277800.0019171,2400,0.56151282787323
1651277835.0124261,2500,0.5743370652198792
1651277870.1685116,2600,0.595725953578949
1651277905.4832835,2700,0.5461967587471008
1651277940.533788,2800,0.5476575493812561
1651277975.8041816,2900,0.5569800138473511
