Wall time,Step,Value
1651276953.4784808,0,0.34598079323768616
1651276988.9241838,100,0.17741361260414124
1651277024.4035878,200,0.09446808695793152
1651277060.0552034,300,0.18300727009773254
1651277095.1307893,400,0.1478443443775177
1651277130.6189528,500,0.12183448672294617
1651277165.8162715,600,0.13279904425144196
1651277201.1643696,700,0.13567590713500977
1651277236.628166,800,0.1818060576915741
1651277271.4952471,900,0.18675990402698517
1651277306.6429667,1000,0.09853540360927582
1651277341.6916804,1100,0.09238255023956299
1651277376.832204,1200,0.10385336726903915
1651277412.245349,1300,0.11780965328216553
1651277447.6204798,1400,0.07112763077020645
1651277482.6407146,1500,0.17053785920143127
1651277517.8307426,1600,0.05473663657903671
1651277552.945971,1700,0.20335277915000916
1651277588.4389575,1800,0.058620695024728775
1651277624.068222,1900,0.1310005486011505
1651277658.9083102,2000,0.04133171960711479
1651277694.2210371,2100,0.051495201885700226
1651277729.5289462,2200,0.06868606805801392
1651277764.7630718,2300,0.09421233087778091
1651277800.0019171,2400,0.047296252101659775
1651277835.0124261,2500,0.05884244292974472
1651277870.1685116,2600,0.0774460881948471
1651277905.4832835,2700,0.0692036971449852
1651277940.533788,2800,0.034320589154958725
1651277975.8041816,2900,0.04161856323480606
