Wall time,Step,Value
1651277734.558118,0,0.29661300778388977
1651277764.5187757,100,0.1792348176240921
1651277794.6605535,200,0.19523511826992035
1651277824.1584747,300,0.2149347960948944
1651277854.1639166,400,0.1886349767446518
1651277883.5974665,500,0.13343194127082825
1651277913.375458,600,0.13288217782974243
1651277942.982735,700,0.09112807363271713
1651277972.7424183,800,0.16224172711372375
1651278002.5901022,900,0.26290059089660645
1651278032.2764485,1000,0.09265147149562836
1651278061.736623,1100,0.26018548011779785
1651278091.3167233,1200,0.27506905794143677
1651278121.3118718,1300,0.13439758121967316
1651278150.5125742,1400,0.15506334602832794
1651278180.0780623,1500,0.1897801160812378
1651278209.7721794,1600,0.2052687406539917
1651278239.1437378,1700,0.15870806574821472
1651278269.0001256,1800,0.18778611719608307
1651278298.7082255,1900,0.08722696453332901
1651278328.2682683,2000,0.17041867971420288
1651278357.71419,2100,0.041990749537944794
1651278387.4171395,2200,0.10273745656013489
1651278417.2273078,2300,0.2289818674325943
1651278446.7770147,2400,0.1389484703540802
1651278476.791696,2500,0.10654222220182419
1651278506.3516984,2600,0.16570064425468445
1651278536.110254,2700,0.1075160801410675
1651278566.459823,2800,0.15746228396892548
1651278596.2185686,2900,0.11327175796031952
