Wall time,Step,Value
1651277734.558118,0,0.3359220325946808
1651277764.5187757,100,1.7513095140457153
1651277794.6605535,200,1.532139539718628
1651277824.1584747,300,1.3847800493240356
1651277854.1639166,400,1.3409448862075806
1651277883.5974665,500,1.197963833808899
1651277913.375458,600,1.3153496980667114
1651277942.982735,700,1.2113251686096191
1651277972.7424183,800,1.147867202758789
1651278002.5901022,900,1.0452226400375366
1651278032.2764485,1000,0.9683118462562561
1651278061.736623,1100,0.9667212963104248
1651278091.3167233,1200,1.0429142713546753
1651278121.3118718,1300,0.9305521249771118
1651278150.5125742,1400,0.9797235727310181
1651278180.0780623,1500,0.9334700107574463
1651278209.7721794,1600,0.9522346258163452
1651278239.1437378,1700,0.9732347726821899
1651278269.0001256,1800,0.8622273802757263
1651278298.7082255,1900,0.8601930737495422
1651278328.2682683,2000,0.819997251033783
1651278357.71419,2100,0.8393908143043518
1651278387.4171395,2200,0.8159254193305969
1651278417.2273078,2300,0.8919791579246521
1651278446.7770147,2400,0.843276858329773
1651278476.791696,2500,0.8466416597366333
1651278506.3516984,2600,0.7716962695121765
1651278536.110254,2700,0.7774631381034851
1651278566.459823,2800,0.8155055046081543
1651278596.2185686,2900,0.7575385570526123
