Wall time,Step,Value
1651277734.558118,0,0.418804794549942
1651277764.5187757,100,1.7075456380844116
1651277794.6605535,200,1.4797531366348267
1651277824.1584747,300,1.449048638343811
1651277854.1639166,400,1.4282697439193726
1651277883.5974665,500,1.265547752380371
1651277913.375458,600,1.2213802337646484
1651277942.982735,700,1.1145304441452026
1651277972.7424183,800,1.1499227285385132
1651278002.5901022,900,1.1232287883758545
1651278032.2764485,1000,1.0502341985702515
1651278061.736623,1100,1.1221985816955566
1651278091.3167233,1200,1.0658926963806152
1651278121.3118718,1300,1.01655912399292
1651278150.5125742,1400,0.9427353739738464
1651278180.0780623,1500,0.9140827059745789
1651278209.7721794,1600,0.8815439343452454
1651278239.1437378,1700,0.9940891861915588
1651278269.0001256,1800,0.8982319235801697
1651278298.7082255,1900,0.8477290272712708
1651278328.2682683,2000,0.8404948711395264
1651278357.71419,2100,0.8632916808128357
1651278387.4171395,2200,0.8269670605659485
1651278417.2273078,2300,0.8720409274101257
1651278446.7770147,2400,0.7936927080154419
1651278476.791696,2500,0.7828632593154907
1651278506.3516984,2600,0.7680046558380127
1651278536.110254,2700,0.7143744826316833
1651278566.459823,2800,0.8056608438491821
1651278596.2185686,2900,0.7314139604568481
