Wall time,Step,Value
1651276609.1516116,0,0.326290488243103
1651276654.2938025,100,1.155120849609375
1651276699.7675333,200,0.977111279964447
1651276746.940476,300,0.8682144284248352
1651276793.2930584,400,0.8136603832244873
1651276838.0597732,500,0.6761365532875061
1651276883.838275,600,0.6505929827690125
1651276928.5502133,700,0.6059805154800415
1651276974.0488946,800,0.5737056136131287
1651277019.3389995,900,0.5632792115211487
1651277065.6241677,1000,0.5483631491661072
1651277112.307077,1100,0.5281839966773987
1651277158.84104,1200,0.5309593677520752
1651277205.2017615,1300,0.5247151851654053
1651277250.415212,1400,0.5243098139762878
1651277295.2569702,1500,0.5037875175476074
1651277339.8644035,1600,0.49451780319213867
1651277384.523009,1700,0.49739596247673035
1651277429.3536375,1800,0.483587384223938
1651277474.1264458,1900,0.4939614236354828
1651277519.2185361,2000,0.49140340089797974
1651277564.1601248,2100,0.4788247346878052
1651277609.161301,2200,0.4954737722873688
1651277654.3658144,2300,1.610723614692688
1651277700.4572194,2400,0.6553404331207275
1651277745.3902364,2500,0.5580511689186096
1651277790.2334428,2600,0.5029647350311279
1651277835.5164287,2700,0.4950226843357086
1651277880.1042852,2800,0.47120487689971924
1651277926.2196398,2900,0.470824271440506
