Wall time,Step,Value
1651275501.6683056,0,0.2788155674934387
1651275545.814201,100,1.3307716846466064
1651275590.2216065,200,0.9617816209793091
1651275634.3407586,300,0.8486586809158325
1651275678.6923785,400,0.7849690914154053
1651275722.477778,500,0.710882842540741
1651275766.6656237,600,0.630599319934845
1651275810.374409,700,0.6053056716918945
1651275854.2909439,800,0.601036787033081
1651275898.2445168,900,0.5588487386703491
1651275942.383897,1000,0.5560539960861206
1651275986.5792546,1100,0.5485102534294128
1651276030.1668582,1200,0.5109867453575134
1651276074.2221768,1300,0.5010929107666016
1651276118.2027612,1400,0.4925024211406708
1651276161.996562,1500,0.5060940980911255
1651276206.346226,1600,0.5268759727478027
1651276250.3798144,1700,0.49712035059928894
1651276294.3969107,1800,0.5027641654014587
1651276338.282779,1900,0.5104297995567322
1651276382.1856966,2000,0.49732866883277893
1651276425.9368036,2100,0.5450776219367981
1651276469.856887,2200,0.5123234391212463
1651276513.5879917,2300,0.49487805366516113
1651276569.3803785,2400,0.5203798413276672
1651276613.2998326,2500,0.48822611570358276
1651276657.8157578,2600,0.502098798751831
1651276702.1155329,2700,0.48775428533554077
1651276746.265998,2800,0.4853387475013733
1651276790.7531285,2900,0.5022135972976685
