Wall time,Step,Value
1651277525.9235163,0,0.29350459575653076
1651277562.641021,100,0.19429337978363037
1651277599.5113113,200,0.3131389915943146
1651277636.9471986,300,0.11861362308263779
1651277672.4122005,400,0.1601010411977768
1651277707.3822255,500,0.16825079917907715
1651277743.8460095,600,0.2346411943435669
1651277778.684648,700,0.14304018020629883
1651277815.1901407,800,0.12605148553848267
1651277850.3194492,900,0.10263475030660629
1651277885.4377167,1000,0.13656212389469147
1651277921.355771,1100,0.19432851672172546
1651277957.072681,1200,0.1233484148979187
1651277994.1988764,1300,0.1501482129096985
1651278031.172835,1400,0.1131981611251831
1651278068.0697355,1500,0.15975983440876007
1651278104.5504706,1600,0.1725396066904068
1651278139.591896,1700,0.1803552508354187
1651278174.4661384,1800,0.08637544512748718
1651278209.4966607,1900,0.15101143717765808
1651278244.635905,2000,0.13604873418807983
1651278279.5391216,2100,0.1904182732105255
1651278314.6117108,2200,0.13480086624622345
1651278349.4104252,2300,0.11812717467546463
1651278384.4457538,2400,0.13422277569770813
1651278419.6116645,2500,0.09556671231985092
1651278454.558303,2600,0.15196293592453003
1651278489.781445,2700,0.057359129190444946
1651278525.2263174,2800,0.10927195847034454
1651278560.219488,2900,0.09062284231185913
