Wall time,Step,Value
1651277525.9235163,0,0.311126708984375
1651277562.641021,100,0.21032412350177765
1651277599.5113113,200,0.43969470262527466
1651277636.9471986,300,0.1278524249792099
1651277672.4122005,400,0.15581925213336945
1651277707.3822255,500,0.1632794737815857
1651277743.8460095,600,0.20554792881011963
1651277778.684648,700,0.1155005395412445
1651277815.1901407,800,0.12216063588857651
1651277850.3194492,900,0.11439172923564911
1651277885.4377167,1000,0.13544389605522156
1651277921.355771,1100,0.13920727372169495
1651277957.072681,1200,0.14060762524604797
1651277994.1988764,1300,0.17256832122802734
1651278031.172835,1400,0.11966855823993683
1651278068.0697355,1500,0.14248763024806976
1651278104.5504706,1600,0.17452701926231384
1651278139.591896,1700,0.16180913150310516
1651278174.4661384,1800,0.07872258126735687
1651278209.4966607,1900,0.18533939123153687
1651278244.635905,2000,0.12603424489498138
1651278279.5391216,2100,0.15724395215511322
1651278314.6117108,2200,0.11761210113763809
1651278349.4104252,2300,0.12375398725271225
1651278384.4457538,2400,0.1761825978755951
1651278419.6116645,2500,0.09221089631319046
1651278454.558303,2600,0.14364683628082275
1651278489.781445,2700,0.07057608664035797
1651278525.2263174,2800,0.13485589623451233
1651278560.219488,2900,0.08617809414863586
